gene_id	gene_name	transcript_size
ENSG00000154654.14	NCAM2	8135
ENSG00000154719.13	MRPL39	1199
ENSG00000154721.14	JAM2	4337
ENSG00000154723.12	ATP5J	1179
ENSG00000154727.10	GABPA	5120
ENSG00000142192.20	APP	3543
ENSG00000166265.11	CYYR1	3101
ENSG00000154734.14	ADAMTS1	5191
ENSG00000154736.5	ADAMTS5	9056
ENSG00000156239.11	N6AMT1	4865
ENSG00000198862.13	LTN1	7756
ENSG00000156253.6	RWDD2B	3094
ENSG00000156256.14	USP16	3835
ENSG00000156261.12	CCT8	2005
ENSG00000156265.15	MAP3K7CL	2093
ENSG00000156273.15	BACH1	5769
ENSG00000171189.16	GRIK1	3624
ENSG00000156282.4	CLDN17	1193
ENSG00000156284.5	CLDN8	2068
ENSG00000188694.5	KRTAP24-1	1650
ENSG00000232263.1	KRTAP25-1	370
ENSG00000197683.4	KRTAP26-1	1193
ENSG00000206107.2	KRTAP27-1	682
ENSG00000182816.7	KRTAP13-2	867
ENSG00000186980.6	KRTAP23-1	211
ENSG00000198390.4	KRTAP13-1	749
ENSG00000240432.3	KRTAP13-3	704
ENSG00000186971.3	KRTAP13-4	797
ENSG00000186970.4	KRTAP15-1	671
ENSG00000184351.7	KRTAP19-1	646
ENSG00000244025.3	KRTAP19-3	522
ENSG00000186965.4	KRTAP19-2	380
ENSG00000186967.6	KRTAP19-4	310
ENSG00000186977.2	KRTAP19-5	461
ENSG00000186925.6	KRTAP19-6	330
ENSG00000244362.2	KRTAP19-7	440
ENSG00000206106.2	KRTAP22-2	293
ENSG00000212938.3	KRTAP6-3	636
ENSG00000186930.4	KRTAP6-2	313
ENSG00000186924.3	KRTAP22-1	296
ENSG00000184724.5	KRTAP6-1	500
ENSG00000244624.3	KRTAP20-1	275
ENSG00000206105.2	KRTAP20-4	224
ENSG00000184032.2	KRTAP20-2	384
ENSG00000206104.2	KRTAP20-3	273
ENSG00000231068.1	KRTAP21-3	253
ENSG00000187026.2	KRTAP21-2	440
ENSG00000187005.4	KRTAP21-1	599
ENSG00000183640.5	KRTAP8-1	556
ENSG00000274749.1	KRTAP7-1	721
ENSG00000182591.5	KRTAP11-1	912
ENSG00000206102.2	KRTAP19-8	318
ENSG00000156299.12	TIAM1	7200
ENSG00000142168.14	SOD1	1746
ENSG00000156304.14	SCAF4	4193
ENSG00000142149.8	HUNK	7385
ENSG00000159055.3	MIS18A	1575
ENSG00000170262.12	MRAP	1000
ENSG00000142207.6	URB1	10832
ENSG00000166979.12	EVA1C	2492
ENSG00000242220.6	TCP10L	2695
ENSG00000265590.9	AP000275.65	929
ENSG00000159079.18	C21orf59	2503
ENSG00000159082.17	SYNJ1	7094
ENSG00000159086.14	PAXBP1	3995
ENSG00000205929.9	C21orf62	3889
ENSG00000205927.4	OLIG2	3262
ENSG00000184221.12	OLIG1	2277
ENSG00000159110.19	IFNAR2	4284
ENSG00000249624.8	AP000295.9	1000
ENSG00000243646.8	IL10RB	1991
ENSG00000142166.12	IFNAR1	6139
ENSG00000159128.14	IFNGR2	2221
ENSG00000142188.16	TMEM50B	3062
ENSG00000177692.11	DNAJC28	2237
ENSG00000159131.16	GART	3571
ENSG00000159140.17	SON	8813
ENSG00000159147.17	DONSON	2332
ENSG00000249209.2	AP000304.12	1078
ENSG00000205758.11	CRYZL1	2558
ENSG00000205726.13	ITSN1	17015
ENSG00000241837.6	ATP5O	2839
ENSG00000243927.5	MRPS6	3934
ENSG00000198743.5	SLC5A3	11574
ENSG00000159197.3	KCNE2	1051
ENSG00000205670.10	SMIM11A	1857
ENSG00000222018.1	C21orf140	756
ENSG00000243627.4	AP000322.53	1050
ENSG00000180509.11	KCNE1	3347
ENSG00000159200.17	RCAN1	2816
ENSG00000159212.12	CLIC6	3860
ENSG00000159216.18	RUNX1	7274
ENSG00000280170.1	AP000687.1	375
ENSG00000185917.13	SETD4	4272
ENSG00000159228.12	CBR1	1924
ENSG00000159231.5	CBR3	1169
ENSG00000142197.12	DOPEY2	7685
ENSG00000159256.12	MORC3	4246
ENSG00000159259.7	CHAF1B	4480
ENSG00000159261.10	CLDN14	1942
ENSG00000159263.15	SIM2	4442
ENSG00000159267.14	HLCS	6466
ENSG00000183145.8	RIPPLY3	2235
ENSG00000185808.13	PIGP	6998
ENSG00000182670.13	TTC3	10363
ENSG00000157538.13	DSCR3	5648
ENSG00000157540.19	DYRK1A	8654
ENSG00000157542.9	KCNJ6	19645
ENSG00000184029.9	DSCR4	1098
ENSG00000198054.11	DSCR8	791
ENSG00000157551.17	KCNJ15	8399
ENSG00000157554.18	ERG	5034
ENSG00000157557.11	ETS2	3936
ENSG00000183527.11	PSMG1	2154
ENSG00000185658.13	BRWD1	12929
ENSG00000205581.10	HMGN1	4299
ENSG00000182093.14	WRB	1616
ENSG00000157578.13	LCA5L	2564
ENSG00000185437.13	SH3BGR	1251
ENSG00000183778.17	B3GALT5	13170
ENSG00000183067.5	IGSF5	2066
ENSG00000183036.10	PCP4	706
ENSG00000171587.14	DSCAM	8552
ENSG00000182240.15	BACE2	8764
ENSG00000183844.16	FAM3B	2742
ENSG00000183486.12	MX2	4064
ENSG00000157601.13	MX1	3470
ENSG00000184012.11	TMPRSS2	3240
ENSG00000183421.11	RIPK4	4016
ENSG00000141956.13	PRDM15	7072
ENSG00000157617.16	C2CD2	6345
ENSG00000173276.13	ZBTB21	7449
ENSG00000177398.18	UMODL1	5516
ENSG00000160179.18	ABCG1	3475
ENSG00000160180.15	TFF3	1109
ENSG00000160181.8	TFF2	737
ENSG00000160182.2	TFF1	551
ENSG00000160183.13	TMPRSS3	3193
ENSG00000160185.14	UBASH3A	2754
ENSG00000160188.9	RSPH1	2880
ENSG00000160190.13	SLC37A1	3664
ENSG00000160191.17	PDE9A	3412
ENSG00000160193.11	WDR4	2205
ENSG00000160194.17	NDUFV3	4676
ENSG00000160199.14	PKNOX1	5180
ENSG00000160200.17	CBS	2656
ENSG00000160201.11	U2AF1	4694
ENSG00000160202.7	CRYAA	1139
ENSG00000142178.7	SIK1	4712
ENSG00000160207.8	HSF2BP	1899
ENSG00000234289.5	H2BFS	460
ENSG00000160208.12	RRP1B	5090
ENSG00000160209.18	PDXK	7366
ENSG00000160213.5	CSTB	2163
ENSG00000160214.12	RRP1	3022
ENSG00000160216.18	AGPAT3	5767
ENSG00000160218.12	TRAPPC10	6976
ENSG00000241945.7	PWP2	4564
ENSG00000160221.16	C21orf33	1674
ENSG00000160223.16	ICOSLG	7080
ENSG00000142182.8	DNMT3L	1706
ENSG00000160224.16	AIRE	4306
ENSG00000141959.16	PFKL	6007
ENSG00000160226.15	C21orf2	4532
ENSG00000142185.16	TRPM2	6221
ENSG00000160233.7	LRRC3	5869
ENSG00000175894.14	TSPEAR	4027
ENSG00000215455.4	KRTAP10-1	1215
ENSG00000205445.3	KRTAP10-2	1149
ENSG00000212935.1	KRTAP10-3	971
ENSG00000215454.5	KRTAP10-4	1643
ENSG00000241123.1	KRTAP10-5	1150
ENSG00000188155.9	KRTAP10-6	1238
ENSG00000272804.2	KRTAP10-7	1578
ENSG00000187766.1	KRTAP10-8	876
ENSG00000221837.5	KRTAP10-9	1171
ENSG00000221859.2	KRTAP10-10	1100
ENSG00000243489.4	KRTAP10-11	1237
ENSG00000205439.9	KRTAP12-3	441
ENSG00000212933.1	KRTAP12-4	447
ENSG00000221864.4	KRTAP12-2	739
ENSG00000187175.5	KRTAP12-1	588
ENSG00000189169.7	KRTAP10-12	873
ENSG00000184787.18	UBE2G2	4340
ENSG00000184900.15	SUMO3	1921
ENSG00000183255.11	PTTG1IP	2760
ENSG00000160255.16	ITGB2	4781
ENSG00000160256.12	FAM207A	927
ENSG00000197381.15	ADARB1	6882
ENSG00000186866.16	POFUT2	4825
ENSG00000182871.14	COL18A1	6586
ENSG00000173638.18	SLC19A1	3811
ENSG00000183570.16	PCBP3	2202
ENSG00000142156.14	COL6A1	4238
ENSG00000142173.14	COL6A2	3461
ENSG00000160282.13	FTCD	1955
ENSG00000160284.14	SPATC1L	2303
ENSG00000160285.14	LSS	4936
ENSG00000160294.10	MCM3AP	6333
ENSG00000182362.13	YBEY	1402
ENSG00000160298.17	C21orf58	2975
ENSG00000160299.16	PCNT	10560
ENSG00000160305.17	DIP2A	7023
ENSG00000160307.9	S100B	971
ENSG00000160310.16	PRMT2	4031
ENSG00000280363.1	CU104787.1	54
ENSG00000279973.1	BAGE5	120
ENSG00000130538.4	OR11H1	982
ENSG00000198062.14	POTEH	1964
ENSG00000198445.4	CCT8L2	2060
ENSG00000172967.7	XKR3	1690
ENSG00000215568.7	GAB4	2698
ENSG00000177663.13	IL17RA	8607
ENSG00000183307.3	CECR6	4954
ENSG00000069998.12	CECR5	3614
ENSG00000093072.15	CECR1	4505
ENSG00000099954.18	CECR2	9645
ENSG00000182902.13	SLC25A18	2454
ENSG00000131100.12	ATP6V1E1	1402
ENSG00000099968.17	BCL2L13	5062
ENSG00000015475.18	BID	2495
ENSG00000243156.7	MICAL3	9445
ENSG00000215193.12	PEX26	18445
ENSG00000183785.14	TUBA8	2018
ENSG00000184979.9	USP18	2129
ENSG00000274252.1	GGTLC3	968
ENSG00000278558.4	TMEM191B	1886
ENSG00000275793.1	RIMBP3	6105
ENSG00000183628.12	DGCR6	3245
ENSG00000100033.16	PRODH	4739
ENSG00000279560.1	AC007326.1	228
ENSG00000070413.18	DGCR2	4814
ENSG00000100056.11	DGCR14	5392
ENSG00000206203.4	TSSK2	1816
ENSG00000063515.2	GSC2	1033
ENSG00000100075.9	SLC25A1	1648
ENSG00000070371.15	CLTCL1	5513
ENSG00000100084.14	HIRA	4053
ENSG00000242259.8	C22orf39	3350
ENSG00000185608.8	MRPL40	1387
ENSG00000070010.18	UFD1L	5038
ENSG00000093009.9	CDC45	2090
ENSG00000184113.9	CLDN5	2548
ENSG00000184702.17	SEPT5	4113
ENSG00000203618.5	GP1BB	1553
ENSG00000184058.12	TBX1	2084
ENSG00000185838.13	GNB1L	6706
ENSG00000215012.8	C22orf29	6785
ENSG00000184470.20	TXNRD2	3155
ENSG00000093010.11	COMT	2437
ENSG00000099889.13	ARVCF	4041
ENSG00000183597.15	TANGO2	3109
ENSG00000128191.13	DGCR8	4695
ENSG00000099899.14	TRMT2A	2964
ENSG00000099901.16	RANBP1	2177
ENSG00000099904.15	ZDHHC8	5046
ENSG00000234409.6	CCDC188	1475
ENSG00000040608.13	RTN4R	2157
ENSG00000128185.9	DGCR6L	1154
ENSG00000161133.16	USP41	1188
ENSG00000185252.17	ZNF74	3879
ENSG00000244486.7	SCARF2	3508
ENSG00000277971.1	XXbac-B562F10.12	644
ENSG00000099910.16	KLHL22	2616
ENSG00000099917.17	MED15	4701
ENSG00000241973.10	PI4KA	6752
ENSG00000099937.10	SERPIND1	2437
ENSG00000099940.11	SNAP29	4287
ENSG00000099942.12	CRKL	5325
ENSG00000183773.15	AIFM3	2850
ENSG00000099949.18	LZTR1	4572
ENSG00000184436.11	THAP7	1957
ENSG00000099957.16	P2RX6	3687
ENSG00000099960.12	SLC7A4	2313
ENSG00000187905.10	LRRC74B	4803
ENSG00000239511.2	POM121L7	2404
ENSG00000133475.16	GGT2	2366
ENSG00000274600.1	RIMBP3B	6105
ENSG00000169635.9	HIC2	6940
ENSG00000183246.6	RIMBP3C	5784
ENSG00000185651.14	UBE2L3	3451
ENSG00000161179.13	YDJC	1613
ENSG00000161180.10	CCDC116	2260
ENSG00000128228.4	SDF2L1	865
ENSG00000100023.17	PPIL2	4929
ENSG00000100027.14	YPEL1	4329
ENSG00000100030.14	MAPK1	11022
ENSG00000100034.13	PPM1F	5587
ENSG00000100038.19	TOP3B	4163
ENSG00000211637.2	IGLV4-69	419
ENSG00000211638.2	IGLV8-61	414
ENSG00000211639.2	IGLV4-60	362
ENSG00000211640.3	IGLV6-57	623
ENSG00000211641.2	IGLV11-55	426
ENSG00000211642.2	IGLV10-54	365
ENSG00000169575.4	VPREB1	755
ENSG00000211643.2	IGLV5-52	379
ENSG00000211644.2	IGLV1-51	400
ENSG00000211645.2	IGLV1-50	405
ENSG00000223350.2	IGLV9-49	409
ENSG00000211647.1	IGLV5-48	369
ENSG00000211648.2	IGLV1-47	407
ENSG00000211649.3	IGLV7-46	385
ENSG00000211650.2	IGLV5-45	397
ENSG00000211651.3	IGLV1-44	467
ENSG00000211652.2	IGLV7-43	385
ENSG00000211653.2	IGLV1-40	407
ENSG00000211654.2	IGLV5-37	374
ENSG00000211655.3	IGLV1-36	393
ENSG00000275004.3	ZNF280B	5721
ENSG00000169548.3	ZNF280A	2148
ENSG00000185686.17	PRAME	2831
ENSG00000211656.3	IGLV2-33	412
ENSG00000211657.3	IGLV3-32	383
ENSG00000100121.12	GGTLC2	1047
ENSG00000211658.2	IGLV3-27	377
ENSG00000211659.2	IGLV3-25	380
ENSG00000211660.3	IGLV2-23	502
ENSG00000211661.2	IGLV3-22	409
ENSG00000211662.2	IGLV3-21	602
ENSG00000211663.2	IGLV3-19	377
ENSG00000211664.2	IGLV2-18	374
ENSG00000211665.2	IGLV3-16	375
ENSG00000211666.2	IGLV2-14	402
ENSG00000211667.2	IGLV3-12	360
ENSG00000211668.2	IGLV2-11	400
ENSG00000211669.2	IGLV3-10	386
ENSG00000211670.2	IGLV3-9	461
ENSG00000278196.1	IGLV2-8	521
ENSG00000211672.2	IGLV4-3	403
ENSG00000211673.2	IGLV3-1	398
ENSG00000254709.7	IGLL5	1335
ENSG00000211674.2	IGLJ1	127
ENSG00000211675.2	IGLC1	460
ENSG00000211676.2	IGLJ2	175
ENSG00000211677.2	IGLC2	462
ENSG00000211678.2	IGLJ3	176
ENSG00000211679.2	IGLC3	462
ENSG00000211680.2	IGLJ4	33
ENSG00000211681.2	IGLJ5	72
ENSG00000211682.2	IGLJ6	70
ENSG00000211684.2	IGLJ7	46
ENSG00000211685.3	IGLC7	441
ENSG00000100218.11	RSPH14	1291
ENSG00000128266.8	GNAZ	3333
ENSG00000100228.12	RAB36	3828
ENSG00000186716.19	BCR	7082
ENSG00000128322.6	IGLL1	901
ENSG00000189269.12	DRICH1	1300
ENSG00000159496.14	RGL4	3779
ENSG00000187792.4	ZNF70	6924
ENSG00000128218.7	VPREB3	610
ENSG00000169314.14	C22orf15	2021
ENSG00000250479.8	CHCHD10	1171
ENSG00000099953.9	MMP11	3823
ENSG00000280178.1	AP000349.2	747
ENSG00000099956.18	SMARCB1	1728
ENSG00000099958.14	DERL3	3525
ENSG00000133460.19	SLC2A11	3264
ENSG00000251357.4	AP000350.10	788
ENSG00000240972.1	MIF	939
ENSG00000133433.10	GSTT2B	1099
ENSG00000099974.7	DDTL	1545
ENSG00000099977.13	DDT	1048
ENSG00000099984.11	GSTT2	1184
ENSG00000099991.16	CABIN1	7480
ENSG00000099994.10	SUSD2	4938
ENSG00000099998.17	GGT5	4020
ENSG00000100014.19	SPECC1L	6756
ENSG00000258555.5	SPECC1L-ADORA2A	6204
ENSG00000128271.20	ADORA2A	2569
ENSG00000100024.14	UPB1	3154
ENSG00000138867.16	GUCD1	3613
ENSG00000100028.11	SNRPD3	1763
ENSG00000100031.18	GGT1	2632
ENSG00000178026.12	LRRC75B	2943
ENSG00000184571.13	PIWIL3	3504
ENSG00000167037.18	SGSM1	6643
ENSG00000206069.5	TMEM211	866
ENSG00000197077.12	KIAA1671	10490
ENSG00000100053.9	CRYBB3	867
ENSG00000244752.2	CRYBB2	886
ENSG00000100068.11	LRP5L	3605
ENSG00000100077.14	ADRBK2	9103
ENSG00000133454.15	MYO18B	8565
ENSG00000100095.18	SEZ6L	6534
ENSG00000128203.6	ASPHD2	3357
ENSG00000100099.20	HPS4	6136
ENSG00000100104.12	SRRD	4020
ENSG00000100109.16	TFIP11	3586
ENSG00000128294.15	TPST2	5697
ENSG00000100122.5	CRYBB1	1102
ENSG00000196431.3	CRYBA4	811
ENSG00000169184.5	MN1	7556
ENSG00000180957.17	PITPNB	2963
ENSG00000100154.14	TTC28	11795
ENSG00000183765.20	CHEK2	2560
ENSG00000100209.9	HSCB	1114
ENSG00000159873.9	CCDC117	3985
ENSG00000100219.16	XBP1	2173
ENSG00000183579.15	ZNRF3	6851
ENSG00000100249.4	C22orf31	995
ENSG00000183762.12	KREMEN1	6138
ENSG00000186998.15	EMID1	2173
ENSG00000100263.13	RHBDD3	1794
ENSG00000182944.17	EWSR1	7285
ENSG00000185340.15	GAS2L1	3382
ENSG00000100276.9	RASL10A	1720
ENSG00000100280.16	AP1B1	4176
ENSG00000128250.5	RFPL1	1496
ENSG00000100285.9	NEFH	3783
ENSG00000100296.13	THOC5	4753
ENSG00000184117.11	NIPSNAP1	2237
ENSG00000186575.17	NF2	6025
ENSG00000100314.3	CABP7	3259
ENSG00000100319.12	ZMAT5	2468
ENSG00000184076.12	UQCR10	916
ENSG00000100325.14	ASCC2	2823
ENSG00000100330.15	MTMR3	8906
ENSG00000176635.17	HORMAD2	2187
ENSG00000128342.4	LIF	3969
ENSG00000099985.3	OSM	1854
ENSG00000239282.7	GATSL3	1623
ENSG00000248751.6	RP1-130H16.18	1974
ENSG00000099992.15	TBC1D10A	5562
ENSG00000099995.18	SF3A1	5143
ENSG00000187860.10	CCDC157	4789
ENSG00000099999.14	RNF215	8141
ENSG00000100003.17	SEC14L2	4382
ENSG00000249590.7	RP4-539M6.19	1470
ENSG00000242114.5	MTFP1	1370
ENSG00000100012.11	SEC14L3	2474
ENSG00000133488.14	SEC14L4	2575
ENSG00000214491.8	SEC14L6	3392
ENSG00000128242.12	GAL3ST1	1908
ENSG00000100029.17	PES1	2760
ENSG00000185339.8	TCN2	2535
ENSG00000100036.12	SLC35E4	2714
ENSG00000167065.13	DUSP18	2920
ENSG00000184792.15	OSBP2	4340
ENSG00000133422.12	MORC2	5181
ENSG00000183963.18	SMTN	5080
ENSG00000198832.10	SELM	2070
ENSG00000185133.13	INPP5J	3512
ENSG00000100078.3	PLA2G3	2697
ENSG00000138942.15	RNF185	3315
ENSG00000182541.17	LIMK2	3670
ENSG00000100100.12	PIK3IP1	3030
ENSG00000100105.17	PATZ1	3781
ENSG00000185721.11	DRG1	1746
ENSG00000184708.17	EIF4ENIF1	3695
ENSG00000198089.14	SFI1	5250
ENSG00000241878.9	PISD	2669
ENSG00000183530.13	PRR14L	10826
ENSG00000100150.16	DEPDC5	5551
ENSG00000128245.14	YWHAH	1879
ENSG00000100170.9	SLC5A1	5061
ENSG00000205856.3	C22orf42	1909
ENSG00000128253.13	RFPL2	2407
ENSG00000279219.1	AL008723.1	359
ENSG00000100191.5	SLC5A4	2030
ENSG00000128276.10	RFPL3	1488
ENSG00000205853.10	RFPL3S	1295
ENSG00000100220.11	RTCB	2027
ENSG00000184459.8	BPIFC	2091
ENSG00000100225.17	FBXO7	6884
ENSG00000185666.14	SYN3	3126
ENSG00000100234.11	TIMP3	4603
ENSG00000133424.20	LARGE	5368
ENSG00000175329.12	ISX	3384
ENSG00000100281.13	HMGXB4	4216
ENSG00000100284.20	TOM1	2622
ENSG00000100292.16	HMOX1	1822
ENSG00000100297.15	MCM5	4599
ENSG00000100302.6	RASD2	3412
ENSG00000198125.12	MB	1197
ENSG00000221963.5	APOL6	10121
ENSG00000128313.2	APOL5	1438
ENSG00000100320.22	RBFOX2	6932
ENSG00000128284.19	APOL3	3626
ENSG00000100336.17	APOL4	3423
ENSG00000128335.13	APOL2	2685
ENSG00000100342.20	APOL1	3000
ENSG00000100345.20	MYH9	7501
ENSG00000100348.9	TXN2	1736
ENSG00000100350.14	FOXRED2	4967
ENSG00000100353.17	EIF3D	2155
ENSG00000166862.6	CACNG2	2384
ENSG00000100360.14	IFT27	6475
ENSG00000100362.12	PVALB	595
ENSG00000100365.14	NCF4	1641
ENSG00000100368.13	CSF2RB	4863
ENSG00000185264.11	TEX33	1149
ENSG00000128311.13	TST	1797
ENSG00000128309.16	MPST	5872
ENSG00000100379.17	KCTD17	1763
ENSG00000187045.16	TMPRSS6	3260
ENSG00000100385.13	IL2RB	4113
ENSG00000133466.13	C1QTNF6	5003
ENSG00000278195.1	SSTR3	4100
ENSG00000128340.14	RAC2	1482
ENSG00000100055.20	CYTH4	3667
ENSG00000166897.14	ELFN2	8361
ENSG00000100060.17	MFNG	2088
ENSG00000100065.14	CARD10	4113
ENSG00000128283.6	CDC42EP1	2181
ENSG00000100079.6	LGALS2	591
ENSG00000100083.18	GGA1	3205
ENSG00000100092.20	SH3BP1	3123
ENSG00000241360.1	PDXP	2010
ENSG00000100097.11	LGALS1	637
ENSG00000273899.4	NOL12	2854
ENSG00000100101.15	RP1-37E16.12	4904
ENSG00000100106.19	TRIOBP	10129
ENSG00000189060.5	H1F0	2344
ENSG00000100116.16	GCAT	1656
ENSG00000128310.2	GALR3	1157
ENSG00000100124.12	ANKRD54	2403
ENSG00000100129.17	EIF3L	3220
ENSG00000100139.13	MICALL1	4710
ENSG00000128346.10	C22orf23	1777
ENSG00000100142.14	POLR2F	2106
ENSG00000100146.16	SOX10	2879
ENSG00000100151.15	PICK1	2531
ENSG00000100156.10	SLC16A8	1878
ENSG00000128298.16	BAIAP2L2	2146
ENSG00000184381.18	PLA2G6	3271
ENSG00000185022.11	MAFF	3284
ENSG00000198792.12	TMEM184B	4792
ENSG00000213923.10	CSNK1E	2791
ENSG00000168135.4	KCNJ4	2065
ENSG00000100196.10	KDELR3	1728
ENSG00000100201.19	DDX17	6441
ENSG00000100206.9	DMC1	2371
ENSG00000184949.15	FAM227A	10322
ENSG00000100211.10	CBY1	1269
ENSG00000100216.5	TOMM22	2040
ENSG00000100221.10	JOSD1	3648
ENSG00000100226.15	GTPBP1	5126
ENSG00000100242.15	SUN2	4055
ENSG00000100246.12	DNAL4	1504
ENSG00000221890.2	NPTXR	5784
ENSG00000183741.11	CBX6	6122
ENSG00000128383.12	APOBEC3A	1478
ENSG00000179750.15	APOBEC3B	1844
ENSG00000244509.3	APOBEC3C	2818
ENSG00000243811.7	APOBEC3D	2528
ENSG00000128394.16	APOBEC3F	2694
ENSG00000239713.7	APOBEC3G	2775
ENSG00000100298.15	APOBEC3H	1046
ENSG00000100307.12	CBX7	4081
ENSG00000100311.16	PDGFB	3497
ENSG00000100316.15	RPL3	2108
ENSG00000100321.14	SYNGR1	4391
ENSG00000100324.13	TAB1	3237
ENSG00000128268.11	MGAT3	5062
ENSG00000100335.12	MIEF1	5625
ENSG00000128272.14	ATF4	2019
ENSG00000187051.8	RPS19BP1	2801
ENSG00000100346.17	CACNA1I	10004
ENSG00000176177.9	ENTHD1	2710
ENSG00000100351.16	GRAP2	3893
ENSG00000133477.16	FAM83F	15561
ENSG00000100354.20	TNRC6B	18279
ENSG00000239900.11	ADSL	4359
ENSG00000279624.3	RP5-1042K10.14	546
ENSG00000100359.20	SGSM3	4218
ENSG00000196588.14	MKL1	4505
ENSG00000128285.4	MCHR1	2851
ENSG00000100372.14	SLC25A17	2530
ENSG00000100380.12	ST13	3595
ENSG00000196236.12	XPNPEP3	7988
ENSG00000172404.4	DNAJB7	2578
ENSG00000100387.8	RBX1	1871
ENSG00000100393.10	EP300	9587
ENSG00000100395.14	L3MBTL2	5875
ENSG00000100399.15	CHADL	2533
ENSG00000100401.19	RANGAP1	4222
ENSG00000100403.11	ZC3H7B	5909
ENSG00000167074.14	TEF	4394
ENSG00000183864.4	TOB2	4561
ENSG00000100410.7	PHF5A	1086
ENSG00000100412.15	ACO2	2811
ENSG00000100413.16	POLR3H	4416
ENSG00000172346.14	CSDC2	2777
ENSG00000100417.11	PMM1	2538
ENSG00000100418.7	DESI1	3833
ENSG00000196419.12	XRCC6	2709
ENSG00000100138.13	SNU13	1670
ENSG00000184208.10	C22orf46	4975
ENSG00000167077.12	MEI1	4020
ENSG00000100147.13	CCDC134	1270
ENSG00000198911.11	SREBF2	5699
ENSG00000234965.2	SHISA8	1405
ENSG00000159958.4	TNFRSF13C	3944
ENSG00000100162.14	CENPM	1002
ENSG00000100167.19	SEPT3	4649
ENSG00000183066.14	WBP2NL	3403
ENSG00000198951.11	NAGA	3694
ENSG00000177096.8	FAM109B	2335
ENSG00000183172.8	SMDT1	1567
ENSG00000184983.9	NDUFA6	1256
ENSG00000100197.20	CYP2D6	2257
ENSG00000205702.10	CYP2D7	1740
ENSG00000100207.18	TCF20	7410
ENSG00000235568.6	NFAM1	5602
ENSG00000189306.10	RRP7A	3801
ENSG00000183569.17	SERHL2	2096
ENSG00000100227.17	POLDIP3	3491
ENSG00000100243.20	CYB5R3	3938
ENSG00000249222.1	ATP5L2	799
ENSG00000128274.15	A4GALT	2321
ENSG00000242247.10	ARFGAP3	2857
ENSG00000100266.18	PACSIN2	3249
ENSG00000100271.16	TTLL1	1683
ENSG00000100290.2	BIK	953
ENSG00000100294.12	MCAT	2056
ENSG00000100300.17	TSPO	1075
ENSG00000100304.12	TTLL12	3385
ENSG00000159307.18	SCUBE1	9808
ENSG00000186732.13	MPPED1	3657
ENSG00000186976.14	EFCAB6	5120
ENSG00000130540.13	SULT4A1	2561
ENSG00000100341.11	PNPLA5	2539
ENSG00000100344.10	PNPLA3	2805
ENSG00000100347.14	SAMM50	3248
ENSG00000188677.14	PARVB	5429
ENSG00000138964.16	PARVG	5066
ENSG00000138944.7	KIAA1644	6751
ENSG00000188636.3	LDOC1L	5495
ENSG00000186654.20	PRR5	2279
ENSG00000248405.10	PRR5-ARHGAP8	2043
ENSG00000241484.9	ARHGAP8	2905
ENSG00000056487.15	PHF21B	3671
ENSG00000093000.18	NUP50	5233
ENSG00000100364.18	KIAA0930	8119
ENSG00000100373.9	UPK3A	1051
ENSG00000100376.11	FAM118A	3458
ENSG00000077935.16	SMC1B	4201
ENSG00000128408.8	RIBC2	1479
ENSG00000077942.18	FBLN1	2896
ENSG00000130638.15	ATXN10	3329
ENSG00000188064.9	WNT7B	3919
ENSG00000182257.6	PRR34	2817
ENSG00000186951.16	PPARA	9995
ENSG00000205643.10	CDPF1	1875
ENSG00000130943.6	PKDREJ	7693
ENSG00000075234.16	TTC38	2610
ENSG00000075218.18	GTSE1	3112
ENSG00000100416.12	TRMU	2933
ENSG00000075275.16	CELSR1	11389
ENSG00000075240.16	GRAMD4	4484
ENSG00000100422.13	CERK	4450
ENSG00000054611.13	TBC1D22A	3934
ENSG00000280080.1	U51561.1	581
ENSG00000278881.1	FP325331.1	1380
ENSG00000219438.8	FAM19A5	2638
ENSG00000100425.18	BRD1	4997
ENSG00000100426.6	ZBED4	6893
ENSG00000182858.13	ALG12	5350
ENSG00000184164.14	CRELD2	2622
ENSG00000198355.4	PIM3	2369
ENSG00000188263.10	IL17REL	3668
ENSG00000138892.11	TTLL8	2549
ENSG00000100427.15	MLC1	3933
ENSG00000073146.15	MOV10L1	3960
ENSG00000073150.13	PANX2	3051
ENSG00000170638.9	TRABD	2404
ENSG00000073169.13	SELO	2315
ENSG00000128159.11	TUBGCP6	6078
ENSG00000100429.17	HDAC10	2687
ENSG00000188130.13	MAPK12	6248
ENSG00000185386.14	MAPK11	2431
ENSG00000196576.14	PLXNB2	6383
ENSG00000205593.11	DENND6B	4939
ENSG00000100239.15	PPP6R2	4104
ENSG00000100241.20	SBF1	8008
ENSG00000128165.8	ADM2	4276
ENSG00000100253.12	MIOX	1658
ENSG00000100258.17	LMF2	2658
ENSG00000025770.18	NCAPH2	2077
ENSG00000130489.12	SCO2	1051
ENSG00000025708.13	TYMP	2049
ENSG00000177989.13	ODF3B	1722
ENSG00000130487.5	KLHDC7B	2991
ENSG00000217442.3	SYCE3	448
ENSG00000205560.12	CPT1B	2662
ENSG00000254413.8	CHKB-CPT1B	4906
ENSG00000100288.19	CHKB	2114
ENSG00000008735.13	MAPK8IP2	5596
ENSG00000100299.17	ARSA	2050
ENSG00000251322.7	SHANK3	7394
